18.3725,39.7027,-7.08458,0,0,0,3.43,-2.50E-14,-8.08E-15,8.71596,0,0,0,-18.47,-2.66E-15,1.22995,1.53045,9.07844,7.11E-15,-17.95,-7.63E-16,-10.0957,-1.42095,-0.125519,-3.43,2.09E-14,-2.75E-14,-10.2221,2.61852,-10.2779,-2.66E-14,-18.47,-8.88E-15,-1.44839,4.55089,-5.06296,-1.16E-14,-17.95,6.89E-15,11.7885,-4.26291,0.440296,2.92E-15,4.57,-7.11E-15,-0.420978,-2.54979,0.23421,-1.07E-14,6.57,-1.78E-15,-0.400119,-2.3398,0.182422,1.06,4.19,1.76,10.0918,0.518409,2.31734,5.81,3.45E-14,-8.54E-15,85.9544,-3.32768,23.7307,7.11E-15,-12.08,-8.66E-16,-6.34021,-0.31283,-25.0665,1.42E-14,-9.82,0,0.94046,1.06866,-0.00877802,-1.06,4.19,1.76,-10.0466,0.565271,-2.9861,-6.06,-1.71E-14,-5.01E-15,-88.6473,4.47793,-24.5475,-1.43E-14,-11.08,-1.16E-14,4.90536,-2.07944,27.2131,-7.11E-15,-9.82,-8.88E-16,-1.33434,-2.92313,-0.0340301,-6.04E-14,4.05,-2.22E-15,0.0663723,17.2687,0.036206,7.11E-15,5.19,0,0.114033,-3.23972,0.00112329
18.3743,39.7078,-7.09267,0,0,0,3.43,-2.72E-14,-8.49E-15,8.67117,0,0,0,-18.47,-2.66E-15,1.19519,1.5308,9.04657,7.11E-15,-17.95,-7.06E-16,-10.159,-1.41697,-0.125954,-3.43,2.67E-14,-2.75E-14,-10.3181,2.63306,-10.3636,-2.66E-14,-18.47,-8.88E-15,-1.39738,4.52673,-5.03689,-1.15E-14,-17.95,6.41E-15,11.7598,-4.22137,0.434936,1.48E-15,4.57,-7.11E-15,-0.463551,-2.54357,0.202798,-1.07E-14,6.57,-1.78E-15,-0.436357,-2.3341,0.152224,1.06,4.19,1.76,9.97062,0.526195,2.38709,5.81,1.14E-13,-1.25E-14,86.0762,-3.28494,23.6891,7.11E-15,-12.08,-2.91E-15,-6.34965,-0.397291,-25.2185,1.42E-14,-9.82,0,0.751124,1.14509,-0.00752414,-1.06,4.19,1.76,-10.1714,0.559638,-2.93369,-6.06,-1.07E-13,-4.78E-16,-88.5745,4.40594,-24.5305,-1.47E-14,-11.08,-5.94E-15,4.92681,-2.08895,27.0755,-7.11E-15,-9.82,-8.88E-16,-1.22694,-2.77553,-0.029756,-6.04E-14,4.05,-2.22E-15,0.00392785,17.2473,0.112536,7.11E-15,5.19,0,0.20739,-3.20195,0.0342485
18.3816,39.7113,-7.10401,0,0,0,3.43,2.46E-13,-9.23E-15,8.63743,0,0,0,-18.47,-2.66E-15,1.19822,1.52624,9.15714,7.11E-15,-17.95,-6.03E-16,-10.0254,-1.40998,-0.123679,-3.43,-2.40E-13,-2.75E-14,-10.3571,2.65906,-10.3942,-2.66E-14,-18.47,-8.88E-15,-1.3823,4.53607,-4.88533,-1.13E-14,-17.95,5.74E-15,11.7414,-4.17169,0.429128,-6.31E-16,4.57,-7.11E-15,-0.472285,-2.46522,0.318111,-1.07E-14,6.57,-1.78E-15,-0.452944,-2.26257,0.255572,1.06,4.19,1.76,9.96918,0.526405,2.38912,5.81,1.59E-13,-1.80E-14,86.0601,-3.3191,23.7893,7.11E-15,-12.08,-5.95E-15,-6.30595,-0.344311,-25.2131,1.42E-14,-9.82,0,0.790934,0.892292,-0.00648849,-1.06,4.19,1.76,-10.0312,0.555626,-2.88051,-6.06,-1.59E-13,5.99E-15,-88.6814,4.4259,-24.6754,-1.53E-14,-11.08,1.98E-15,4.86766,-2.09717,27.0226,-7.11E-15,-9.82,-8.88E-16,-1.16663,-2.70365,-0.0275269,-6.04E-14,4.05,-2.22E-15,0.121499,17.2294,0.0593609,7.11E-15,5.19,0,0.0502833,-3.17128,0.0672928
18.383,39.7132,-7.10645,0,0,0,3.43,6.44E-14,-1.03E-14,8.68361,0,0,0,-18.47,-2.66E-15,1.22417,1.52769,9.16241,7.11E-15,-17.95,-4.56E-16,-10.0705,-1.42176,-0.125278,-3.43,-2.09E-13,-2.75E-14,-10.3575,2.72261,-10.4646,-2.66E-14,-18.47,-8.88E-15,-1.26899,4.46471,-4.79472,-1.10E-14,-17.95,4.86E-15,11.6741,-4.09505,0.41882,-3.41E-15,4.57,-7.11E-15,-0.44483,-2.43581,0.339406,-1.07E-14,6.57,-1.78E-15,-0.429725,-2.23584,0.27661,1.06,4.19,1.76,10.0296,0.533865,2.47704,5.81,1.82E-13,-2.51E-14,85.9179,-3.40866,23.7205,7.11E-15,-12.08,-9.97E-15,-6.39041,-0.129041,-23.9599,1.42E-14,-9.82,0,1.62905,0.276798,-0.00321173,-1.06,4.19,1.76,-9.94165,0.548145,-2.79221,-6.06,-1.85E-13,1.44E-14,-88.7772,4.41297,-24.7404,-1.62E-14,-11.08,1.22E-14,4.85061,-2.0984,27.09,-7.11E-15,-9.82,-8.88E-16,-1.09726,-2.69972,-0.0258563,-6.04E-14,4.05,-2.22E-15,0.0842168,17.2341,0.10379,7.11E-15,5.19,0,0.294162,-3.20738,0.0388571
18.3814,39.7184,-7.10472,0,0,0,3.43,-6.79E-15,-1.17E-14,8.77206,0,0,0,-18.47,-2.66E-15,1.21029,1.53066,9.1599,7.11E-15,-17.95,-2.64E-16,-10.108,-1.43277,-0.126719,-3.43,7.62E-14,-2.75E-14,-10.2803,2.69562,-10.4568,-2.66E-14,-18.47,-8.88E-15,-1.21487,4.46497,-4.74037,-1.06E-14,-17.95,3.77E-15,11.6232,-4.1186,0.419369,-6.84E-15,4.57,-7.11E-15,-0.421092,-2.5095,0.403687,-1.07E-14,6.57,-1.78E-15,-0.413104,-2.30296,0.335766,1.06,4.19,1.76,10.1071,0.531999,2.46564,5.81,1.86E-13,-3.37E-14,85.8853,-3.47299,23.5902,7.11E-15,-12.08,-1.50E-14,-6.48407,-0.110095,-23.4383,1.42E-14,-9.82,0,1.9685,0.235331,-0.00417651,-1.06,4.19,1.76,-9.77997,0.550937,-2.81007,-6.06,-1.88E-13,2.46E-14,-88.9174,4.41064,-24.638,-1.73E-14,-11.08,2.46E-14,4.90094,-2.10105,27.0628,-7.11E-15,-9.82,-8.88E-16,-1.06077,-2.77909,-0.0257285,-6.04E-14,4.05,-2.22E-15,0.205114,17.2112,-0.00100161,7.11E-15,5.19,0,0.0888456,-2.90955,0.0299022
18.3747,39.7155,-7.10228,0,0,0,3.43,-1.44E-14,-1.33E-14,8.76958,0,0,0,-18.47,-2.66E-15,1.238,1.53028,9.23704,7.11E-15,-17.95,-2.75E-17,-10.1671,-1.41846,-0.126189,-3.43,2.82E-13,-2.75E-14,-10.2713,2.73192,-10.4379,-2.66E-14,-18.47,-8.88E-15,-1.24034,4.51117,-4.67464,-1.01E-14,-17.95,2.49E-15,11.6315,-4.16251,0.424152,-1.09E-14,4.57,-7.11E-15,-0.466392,-2.48785,0.437954,-1.07E-14,6.57,-1.78E-15,-0.456884,-2.28318,0.363709,1.06,4.19,1.76,10.1122,0.533798,2.4855,5.81,1.73E-13,-4.38E-14,86.0151,-3.52545,23.6344,7.11E-15,-12.08,-2.09E-14,-6.49084,-0.0656506,-23.278,1.42E-14,-9.82,0,1.84614,0.208838,-0.00338389,-1.06,4.19,1.76,-9.70748,0.554768,-2.84673,-6.06,-1.73E-13,3.66E-14,-88.9237,4.35242,-24.6295,-1.87E-14,-11.08,3.91E-14,4.93229,-2.09684,27.0446,-7.11E-15,-9.82,-8.88E-16,-1.17617,-2.81339,-0.0288853,-6.04E-14,4.05,-2.22E-15,0.271371,17.1302,-0.0521832,7.11E-15,5.19,0,-0.00191347,-2.71356,0.026172
18.364,39.7153,-7.10614,0,0,0,3.43,-5.51E-14,-1.53E-14,8.71069,0,0,0,-18.47,-2.66E-15,1.29317,1.54645,9.14304,7.11E-15,-17.95,2.53E-16,-10.1221,-1.41848,-0.125629,-3.43,8.17E-14,-2.75E-14,-10.3091,2.77571,-10.4261,-2.66E-14,-18.47,-8.88E-15,-1.28225,4.52478,-4.62494,-9.46E-15,-17.95,1.00E-15,11.6691,-4.22139,0.431559,-1.57E-14,4.57,-7.11E-15,-0.517687,-2.50948,0.357741,-1.07E-14,6.57,-1.78E-15,-0.497262,-2.3027,0.289639,1.06,4.19,1.76,10.0918,0.536894,2.51664,5.81,1.46E-13,-5.53E-14,86.036,-3.49498,23.6601,7.11E-15,-12.08,-2.78E-14,-6.46494,-0.105193,-23.4185,1.42E-14,-9.82,0,1.76927,0.256472,-0.00395455,-1.06,4.19,1.76,-9.89362,0.547515,-2.78172,-6.06,-1.42E-13,5.04E-14,-88.695,4.31485,-24.6516,-2.03E-14,-11.08,5.58E-14,4.90791,-2.10638,27.0732,-7.11E-15,-9.82,-8.88E-16,-1.22223,-2.78939,-0.0297587,-6.04E-14,4.05,-2.22E-15,0.125829,17.2163,0.0493256,7.11E-15,5.19,0,0.170698,-2.87768,0.033327
18.3543,39.7163,-7.11496,0,0,0,3.43,-7.46E-14,-1.76E-14,8.74179,0,0,0,-18.47,-2.66E-15,1.28433,1.54907,9.06262,7.11E-15,-17.95,5.77E-16,-10.0335,-1.40786,-0.123598,-3.43,-2.51E-13,-2.75E-14,-10.2692,2.79629,-10.4131,-2.66E-14,-18.47,-8.88E-15,-1.29267,4.48316,-4.77341,-8.72E-15,-17.95,-6.79E-16,11.6552,-4.13584,0.422303,-2.11E-14,4.57,-7.11E-15,-0.535358,-2.48023,0.358036,-1.07E-14,6.57,-1.78E-15,-0.513051,-2.27579,0.289675,1.06,4.19,1.76,10.1514,0.537728,2.53186,5.81,1.09E-13,-6.83E-14,85.974,-3.52111,23.7292,7.11E-15,-12.08,-3.56E-14,-6.41608,-0.133073,-23.5885,1.42E-14,-9.82,0,1.7681,0.227409,-0.00358175,-1.06,4.19,1.76,-9.87907,0.544329,-2.7451,-6.06,-9.95E-14,6.60E-14,-88.6754,4.37331,-24.4933,-2.22E-14,-11.08,7.45E-14,4.94466,-2.11242,27.1139,-7.11E-15,-9.82,-8.88E-16,-1.24522,-2.72617,-0.0296317,-6.04E-14,4.05,-2.22E-15,0.112485,17.1509,0.0659109,7.11E-15,5.19,0,0.201914,-2.62925,0.0388034
18.3461,39.7166,-7.12278,0,0,0,3.43,-2.28E-14,-2.02E-14,8.87381,0,0,0,-18.47,-2.66E-15,1.29749,1.54506,9.09492,7.11E-15,-17.95,9.45E-16,-10.211,-1.37871,-0.123179,-3.43,-7.83E-15,-2.75E-14,-10.1308,2.61801,-10.3286,-2.66E-14,-18.47,-8.88E-15,-1.28453,4.47326,-4.84819,-7.86E-15,-17.95,-2.56E-15,11.6322,-4.15273,0.423177,-2.71E-14,4.57,-7.11E-15,-0.482621,-2.61475,0.381054,-1.07E-14,6.57,-1.78E-15,-0.467083,-2.39836,0.313734,1.06,4.19,1.76,10.1631,0.536563,2.52062,5.81,6.52E-14,-8.27E-14,86.0029,-3.57896,23.762,7.11E-15,-12.08,-4.44E-14,-6.40646,-0.213791,-23.7113,1.42E-14,-9.82,0,1.55818,0.505412,-0.00701666,-1.06,4.19,1.76,-9.81736,0.548539,-2.78644,-6.06,-4.87E-14,8.32E-14,-88.7246,4.44858,-24.3989,-2.43E-14,-11.08,9.53E-14,4.99101,-2.09919,27.0733,-7.11E-15,-9.82,-8.88E-16,-1.13729,-2.74652,-0.0272459,-6.04E-14,4.05,-2.22E-15,0.126761,17.1323,0.0592073,7.11E-15,5.19,0,0.175275,-2.59747,0.0407878
18.3422,39.7088,-7.08376,0,0,0,3.43,2.35E-13,-2.31E-14,8.75911,0,0,0,-18.47,-2.66E-15,1.33326,1.52977,9.09203,7.11E-15,-17.95,1.36E-15,-10.1971,-1.40588,-0.125436,-3.43,3.71E-14,-2.75E-14,-10.2126,2.9416,-10.3972,-2.66E-14,-18.47,-8.88E-15,-1.2787,4.48184,-4.75871,-6.89E-15,-17.95,-4.64E-15,11.629,-4.26256,0.434265,-3.37E-14,4.57,-7.11E-15,-0.583056,-2.48462,0.351836,-1.07E-14,6.57,-1.78E-15,-0.55618,-2.27998,0.280562,1.06,4.19,1.76,10.1335,0.53523,2.50321,5.81,1.64E-14,-9.84E-14,86.1378,-3.5847,23.9124,7.11E-15,-12.08,-5.40E-14,-6.30957,-0.306289,-24.8252,1.42E-14,-9.82,0,0.941709,1.09585,-0.00857057,-1.06,4.19,1.76,-9.83864,0.552225,-2.82882,-6.06,7.03E-15,1.02E-13,-88.6147,4.47563,-24.4229,-2.67E-14,-11.08,1.18E-13,4.98357,-2.09233,27.0124,-7.11E-15,-9.82,-8.88E-16,-0.984968,-2.65013,-0.0228055,-6.04E-14,4.05,-2.22E-15,0.166255,17.0183,0.0158714,7.11E-15,5.19,0,0.0550902,-2.50479,0.0435867
