18.3725,39.7027,-7.08458,0.652954,-0.0271518,-0.384436,3.43,-2.498e-014,-8.08418e-015,8.71596,3.36884,9.66905,1.77636e-014,-18.47,-2.66454e-015,1.22995,1.53045,9.07844,7.10543e-015,-17.95,-7.63492e-016,-10.0957,-1.42095,-0.125519,-3.43,2.08514e-014,-2.75335e-014,-10.2221,2.61852,-10.2779,-2.66454e-014,-18.47,-8.88178e-015,-1.44839,4.55089,-5.06296,-1.15713e-014,-17.95,6.88538e-015,11.7885,-4.26291,0.440296,2.91842e-015,4.57,-7.10543e-015,-0.420978,-2.54979,0.23421,-1.06581e-014,6.57,-1.77636e-015,-0.400119,-2.3398,0.182422,1.06,4.19,1.76,10.0918,0.518409,2.31734,5.81,3.4462e-014,-8.54189e-015,85.9544,-3.32768,23.7307,7.10543e-015,-12.08,-8.66279e-016,-6.34021,-0.31283,-25.0665,1.42109e-014,-9.82,0,0.94046,1.06866,-0.00877802,-1.06,4.19,1.76,-10.0466,0.565271,-2.9861,-6.06,-1.70974e-014,-5.00652e-015,-88.6473,4.47793,-24.5475,-1.43254e-014,-11.08,-1.15504e-014,4.90536,-2.07944,27.2131,-7.10543e-015,-9.82,-8.88178e-016,-1.33434,-2.92313,-0.0340301,-6.03961e-014,4.05,-2.22045e-015,0.0663723,17.2687,0.036206,7.10543e-015,5.19,0,0.114033,-3.23972,0.00112329,
18.3743,39.7078,-7.09267,0.71913,-0.0472914,-0.369036,3.43,-2.72005e-014,-8.49391e-015,8.67117,3.37861,9.66421,1.77636e-014,-18.47,-2.66454e-015,1.19519,1.5308,9.04657,7.10543e-015,-17.95,-7.05767e-016,-10.159,-1.41697,-0.125954,-3.43,2.66523e-014,-2.75335e-014,-10.3181,2.63306,-10.3636,-2.66454e-014,-18.47,-8.88178e-015,-1.39738,4.52673,-5.03689,-1.15041e-014,-17.95,6.41259e-015,11.7598,-4.22137,0.434936,1.47998e-015,4.57,-7.10543e-015,-0.463551,-2.54357,0.202798,-1.06581e-014,6.57,-1.77636e-015,-0.436357,-2.3341,0.152224,1.06,4.19,1.76,9.97062,0.526195,2.38709,5.81,1.14209e-013,-1.24712e-014,86.0762,-3.28494,23.6891,7.10543e-015,-12.08,-2.90648e-015,-6.34965,-0.397291,-25.2185,1.42109e-014,-9.82,0,0.751124,1.14509,-0.00752414,-1.06,4.19,1.76,-10.1714,0.559638,-2.93369,-6.06,-1.07344e-013,-4.775e-016,-88.5745,4.40594,-24.5305,-1.47008e-014,-11.08,-5.94033e-015,4.92681,-2.08895,27.0755,-7.10543e-015,-9.82,-8.88178e-016,-1.22694,-2.77553,-0.029756,-6.03961e-014,4.05,-2.22045e-015,0.00392785,17.2473,0.112536,7.10543e-015,5.19,0,0.20739,-3.20195,0.0342485,
18.3816,39.7113,-7.10401,0.726439,-0.155425,-0.52012,3.43,2.4647e-013,-9.22966e-015,8.63743,3.5026,9.68868,1.77636e-014,-18.47,-2.66454e-015,1.19822,1.52624,9.15714,7.10543e-015,-17.95,-6.03089e-016,-10.0254,-1.40998,-0.123679,-3.43,-2.39725e-013,-2.75335e-014,-10.3571,2.65906,-10.3942,-2.66454e-014,-18.47,-8.88178e-015,-1.3823,4.53607,-4.88533,-1.13226e-014,-17.95,5.73563e-015,11.7414,-4.17169,0.429128,-6.30549e-016,4.57,-7.10543e-015,-0.472285,-2.46522,0.318111,-1.06581e-014,6.57,-1.77636e-015,-0.452944,-2.26257,0.255572,1.06,4.19,1.76,9.96918,0.526405,2.38912,5.81,1.59317e-013,-1.79941e-014,86.0601,-3.3191,23.7893,7.10543e-015,-12.08,-5.94566e-015,-6.30595,-0.344311,-25.2131,1.42109e-014,-9.82,0,0.790934,0.892292,-0.00648849,-1.06,4.19,1.76,-10.0312,0.555626,-2.88051,-6.06,-1.58827e-013,5.99076e-015,-88.6814,4.4259,-24.6754,-1.53295e-014,-11.08,1.98153e-015,4.86766,-2.09717,27.0226,-7.10543e-015,-9.82,-8.88178e-016,-1.16663,-2.70365,-0.0275269,-6.03961e-014,4.05,-2.22045e-015,0.121499,17.2294,0.0593609,7.10543e-015,5.19,0,0.0502833,-3.17128,0.0672928,
18.383,39.7132,-7.10645,0.661936,-0.224765,-0.581262,3.43,6.43929e-014,-1.02868e-014,8.68361,3.58786,9.71324,1.77636e-014,-18.47,-2.66454e-015,1.22417,1.52769,9.16241,7.10543e-015,-17.95,-4.55676e-016,-10.0705,-1.42176,-0.125278,-3.43,-2.08722e-013,-2.75335e-014,-10.3575,2.72261,-10.4646,-2.66454e-014,-18.47,-8.88178e-015,-1.26899,4.46471,-4.79472,-1.10272e-014,-17.95,4.85544e-015,11.6741,-4.09505,0.41882,-3.40741e-015,4.57,-7.10543e-015,-0.44483,-2.43581,0.339406,-1.06581e-014,6.57,-1.77636e-015,-0.429725,-2.23584,0.27661,1.06,4.19,1.76,10.0296,0.533865,2.47704,5.81,1.82111e-013,-2.5076e-014,85.9179,-3.40866,23.7205,7.10543e-015,-12.08,-9.97008e-015,-6.39041,-0.129041,-23.9599,1.42109e-014,-9.82,0,1.62905,0.276798,-0.00321173,-1.06,4.19,1.76,-9.94165,0.548145,-2.79221,-6.06,-1.84557e-013,1.43563e-014,-88.7772,4.41297,-24.7404,-1.62099e-014,-11.08,1.21652e-014,4.85061,-2.0984,27.09,-7.10543e-015,-9.82,-8.88178e-016,-1.09726,-2.69972,-0.0258563,-6.03961e-014,4.05,-2.22045e-015,0.0842168,17.2341,0.10379,7.10543e-015,5.19,0,0.294162,-3.20738,0.0388571,
18.3814,39.7184,-7.10472,0.579975,-0.190395,-0.628055,3.43,-6.78624e-015,-1.16608e-014,8.77206,3.57306,9.77529,1.77636e-014,-18.47,-2.66454e-015,1.21029,1.53066,9.1599,7.10543e-015,-17.95,-2.63745e-016,-10.108,-1.43277,-0.126719,-3.43,7.61531e-014,-2.75335e-014,-10.2803,2.69562,-10.4568,-2.66454e-014,-18.47,-8.88178e-015,-1.21487,4.46497,-4.74037,-1.06185e-014,-17.95,3.77296e-015,11.6232,-4.1186,0.419369,-6.84483e-015,4.57,-7.10543e-015,-0.421092,-2.5095,0.403687,-1.06581e-014,6.57,-1.77636e-015,-0.413104,-2.30296,0.335766,1.06,4.19,1.76,10.1071,0.531999,2.46564,5.81,1.85556e-013,-3.36825e-014,85.8853,-3.47299,23.5902,7.10543e-015,-12.08,-1.4966e-014,-6.48407,-0.110095,-23.4383,1.42109e-014,-9.82,0,1.9685,0.235331,-0.00417651,-1.06,4.19,1.76,-9.77997,0.550937,-2.81007,-6.06,-1.88012e-013,2.45773e-014,-88.9174,4.41064,-24.638,-1.73404e-014,-11.08,2.45606e-014,4.90094,-2.10105,27.0628,-7.10543e-015,-9.82,-8.88178e-016,-1.06077,-2.77909,-0.0257285,-6.03961e-014,4.05,-2.22045e-015,0.205114,17.2112,-0.00100161,7.10543e-015,5.19,0,0.0888456,-2.90955,0.0299022,
18.3747,39.7155,-7.10228,0.582337,-0.246013,-0.66324,3.43,-1.44312e-014,-1.33471e-014,8.76958,3.63481,9.77118,1.77636e-014,-18.47,-2.66454e-015,1.238,1.53028,9.23704,7.10543e-015,-17.95,-2.75125e-017,-10.1671,-1.41846,-0.126189,-3.43,2.82079e-013,-2.75335e-014,-10.2713,2.73192,-10.4379,-2.66454e-014,-18.47,-8.88178e-015,-1.24034,4.51117,-4.67464,-1.00971e-014,-17.95,2.48913e-015,11.6315,-4.16251,0.424152,-1.09371e-014,4.57,-7.10543e-015,-0.466392,-2.48785,0.437954,-1.06581e-014,6.57,-1.77636e-015,-0.456884,-2.28318,0.363709,1.06,4.19,1.76,10.1122,0.533798,2.4855,5.81,1.7262e-013,-4.37791e-014,86.0151,-3.52545,23.6344,7.10543e-015,-12.08,-2.09195e-014,-6.49084,-0.0656506,-23.278,1.42109e-014,-9.82,0,1.84614,0.208838,-0.00338389,-1.06,4.19,1.76,-9.70748,0.554768,-2.84673,-6.06,-1.72673e-013,3.66117e-014,-88.9237,4.35242,-24.6295,-1.87196e-014,-11.08,3.91178e-014,4.93229,-2.09684,27.0446,-7.10543e-015,-9.82,-8.88178e-016,-1.17617,-2.81339,-0.0288853,-6.03961e-014,4.05,-2.22045e-015,0.271371,17.1302,-0.0521832,7.10543e-015,5.19,0,-0.00191347,-2.71356,0.026172,
18.364,39.7153,-7.10614,0.632754,-0.253201,-0.565644,3.43,-5.51417e-014,-1.53409e-014,8.71069,3.59597,9.68472,1.77636e-014,-18.47,-2.66454e-015,1.29317,1.54645,9.14304,7.10543e-015,-17.95,2.52804e-016,-10.1221,-1.41848,-0.125629,-3.43,8.16569e-014,-2.75335e-014,-10.3091,2.77571,-10.4261,-2.66454e-014,-18.47,-8.88178e-015,-1.28225,4.52478,-4.62494,-9.46337e-015,-17.95,1.00489e-015,11.6691,-4.22139,0.431559,-1.56783e-014,4.57,-7.10543e-015,-0.517687,-2.50948,0.357741,-1.06581e-014,6.57,-1.77636e-015,-0.497262,-2.3027,0.289639,1.06,4.19,1.76,10.0918,0.536894,2.51664,5.81,1.46268e-013,-5.53314e-014,86.036,-3.49498,23.6601,7.10543e-015,-12.08,-2.78171e-014,-6.46494,-0.105193,-23.4185,1.42109e-014,-9.82,0,1.76927,0.256472,-0.00395455,-1.06,4.19,1.76,-9.89362,0.547515,-2.78172,-6.06,-1.4202e-013,5.04177e-014,-88.695,4.31485,-24.6516,-2.03458e-014,-11.08,5.57869e-014,4.90791,-2.10638,27.0732,-7.10543e-015,-9.82,-8.88178e-016,-1.22223,-2.78939,-0.0297587,-6.03961e-014,4.05,-2.22045e-015,0.125829,17.2163,0.0493256,7.10543e-015,5.19,0,0.170698,-2.87768,0.033327,
18.3543,39.7163,-7.11496,0.617534,-0.297376,-0.552607,3.43,-7.45914e-014,-1.76378e-014,8.74179,3.61838,9.70941,1.77636e-014,-18.47,-2.66454e-015,1.28433,1.54907,9.06262,7.10543e-015,-17.95,5.76989e-016,-10.0335,-1.40786,-0.123598,-3.43,-2.51466e-013,-2.75335e-014,-10.2692,2.79629,-10.4131,-2.66454e-014,-18.47,-8.88178e-015,-1.29267,4.48316,-4.77341,-8.71791e-015,-17.95,-6.78816e-016,11.6552,-4.13584,0.422303,-2.10628e-014,4.57,-7.10543e-015,-0.535358,-2.48023,0.358036,-1.06581e-014,6.57,-1.77636e-015,-0.513051,-2.27579,0.289675,1.06,4.19,1.76,10.1514,0.537728,2.53186,5.81,1.09467e-013,-6.83049e-014,85.974,-3.52111,23.7292,7.10543e-015,-12.08,-3.56448e-014,-6.41608,-0.133073,-23.5885,1.42109e-014,-9.82,0,1.7681,0.227409,-0.00358175,-1.06,4.19,1.76,-9.87907,0.544329,-2.7451,-6.06,-9.95315e-014,6.59532e-014,-88.6754,4.37331,-24.4933,-2.22175e-014,-11.08,7.45178e-014,4.94466,-2.11242,27.1139,-7.10543e-015,-9.82,-8.88178e-016,-1.24522,-2.72617,-0.0296317,-6.03961e-014,4.05,-2.22045e-015,0.112485,17.1509,0.0659109,7.10543e-015,5.19,0,0.201914,-2.62925,0.0388034,
18.3461,39.7166,-7.12278,0.507372,-0.100696,-0.533363,3.43,-2.28203e-014,-2.02332e-014,8.87381,3.41519,9.7381,1.77636e-014,-18.47,-2.66454e-015,1.29749,1.54506,9.09492,7.10543e-015,-17.95,9.44824e-016,-10.211,-1.37871,-0.123179,-3.43,-7.82707e-015,-2.75335e-014,-10.1308,2.61801,-10.3286,-2.66454e-014,-18.47,-8.88178e-015,-1.28453,4.47326,-4.84819,-7.86122e-015,-17.95,-2.56105e-015,11.6322,-4.15273,0.423177,-2.70849e-014,4.57,-7.10543e-015,-0.482621,-2.61475,0.381054,-1.06581e-014,6.57,-1.77636e-015,-0.467083,-2.39836,0.313734,1.06,4.19,1.76,10.1631,0.536563,2.52062,5.81,6.51832e-014,-8.26652e-014,86.0029,-3.57896,23.762,7.10543e-015,-12.08,-4.43889e-014,-6.40646,-0.213791,-23.7113,1.42109e-014,-9.82,0,1.55818,0.505412,-0.00701666,-1.06,4.19,1.76,-9.81736,0.548539,-2.78644,-6.06,-4.86875e-014,8.31764e-014,-88.7246,4.44858,-24.3989,-2.43333e-014,-11.08,9.52605e-014,4.99101,-2.09919,27.0733,-7.10543e-015,-9.82,-8.88178e-016,-1.13729,-2.74652,-0.0272459,-6.03961e-014,4.05,-2.22045e-015,0.126761,17.1323,0.0592073,7.10543e-015,5.19,0,0.175275,-2.59747,0.0407878,
18.3422,39.7088,-7.08376,0.605664,-0.326256,-0.435853,3.43,2.35464e-013,-2.31223e-014,8.75911,3.67606,9.66792,1.77636e-014,-18.47,-2.66454e-015,1.33326,1.52977,9.09203,7.10543e-015,-17.95,1.35609e-015,-10.1971,-1.40588,-0.125436,-3.43,3.7137e-014,-2.75335e-014,-10.2126,2.9416,-10.3972,-2.66454e-014,-18.47,-8.88178e-015,-1.2787,4.48184,-4.75871,-6.89385e-015,-17.95,-4.64088e-015,11.629,-4.26256,0.434265,-3.37387e-014,4.57,-7.10543e-015,-0.583056,-2.48462,0.351836,-1.06581e-014,6.57,-1.77636e-015,-0.55618,-2.27998,0.280562,1.06,4.19,1.76,10.1335,0.53523,2.50321,5.81,1.63831e-014,-9.83778e-014,86.1378,-3.5847,23.9124,7.10543e-015,-12.08,-5.40356e-014,-6.30957,-0.306289,-24.8252,1.42109e-014,-9.82,0,0.941709,1.09585,-0.00857057,-1.06,4.19,1.76,-9.83864,0.552225,-2.82882,-6.06,7.03225e-015,1.02045e-013,-88.6147,4.47563,-24.4229,-2.66916e-014,-11.08,1.17965e-013,4.98357,-2.09233,27.0124,-7.10543e-015,-9.82,-8.88178e-016,-0.984968,-2.65013,-0.0228055,-6.03961e-014,4.05,-2.22045e-015,0.166255,17.0183,0.0158714,7.10543e-015,5.19,0,0.0550902,-2.50479,0.0435867,
